Packet Number,Data receive interval,Processing data time
87,0.2008509635925293,0.004022121429443359
88,0.09914159774780273,0.0040972232818603516
89,0.10010671615600586,0.003977060317993164
90,0.10041356086730957,0.003068685531616211
91,0.09899425506591797,0.0032129287719726562
92,0.20104074478149414,0.004860401153564453
93,0.09872031211853027,0.0027098655700683594
94,0.10035538673400879,0.03211855888366699
95,0.10019111633300781,0.0024259090423583984
96,0.09963726997375488,0.004839181900024414
97,0.2621135711669922,0.003926992416381836
98,0.038930654525756836,0.004004478454589844
99,0.10918092727661133,0.00400233268737793
100,0.1006019115447998,0.0033507347106933594
101,0.08960080146789551,0.014905929565429688
102,0.20018458366394043,0.00403594970703125
103,0.09982466697692871,0.0038597583770751953
104,0.10019207000732422,0.003973245620727539
105,0.09992337226867676,0.004584550857543945
106,0.10666561126708984,0.002676725387573242
107,0.19301629066467285,0.003615856170654297
108,0.1002342700958252,0.0038704872131347656
109,0.10969328880310059,0.020702838897705078
110,0.0906214714050293,0.01576519012451172
111,0.09929275512695312,0.0027942657470703125
112,0.23065829277038574,0.0047054290771484375
113,0.0698859691619873,0.0041387081146240234
114,0.09943056106567383,0.0028772354125976562
115,0.13115501403808594,0.00422358512878418
116,0.06959819793701172,0.0031037330627441406
117,0.23987317085266113,0.003258228302001953
118,0.06000375747680664,0.002862215042114258
119,0.10041594505310059,0.0034596920013427734
120,0.11042189598083496,0.003778696060180664
121,0.08912086486816406,0.004271507263183594
122,0.21973490715026855,0.015696048736572266
123,0.09026527404785156,0.0034742355346679688
124,0.0887908935546875,0.0015246868133544922
125,0.11001396179199219,0.014836549758911133
126,0.09190535545349121,0.0014486312866210938
127,0.20810866355895996,0.001898050308227539
128,0.09985709190368652,0.0015637874603271484
129,0.08995556831359863,0.0015184879302978516
130,0.11014437675476074,0.0018782615661621094
131,0.10146307945251465,0.0014395713806152344
132,0.19907569885253906,0.0016150474548339844
133,0.10999822616577148,0.0014793872833251953
134,0.07954835891723633,0.0014984607696533203
135,0.12015271186828613,0.0014123916625976562
136,0.09008145332336426,0.001547098159790039
137,0.18972063064575195,0.0018229484558105469
138,0.12014007568359375,0.0015707015991210938
139,0.08003997802734375,0.0015687942504882812
140,0.09993314743041992,0.014439582824707031
141,0.12011575698852539,0.0014691352844238281
142,0.17966890335083008,0.008775472640991211
143,0.11041784286499023,0.0014545917510986328
144,0.08975625038146973,0.0014967918395996094
145,0.1003878116607666,0.0016927719116210938
146,0.12958073616027832,0.001650094985961914
147,0.1705458164215088,0.0014963150024414062
148,0.10970330238342285,0.0015735626220703125
149,0.09006214141845703,0.0014848709106445312
150,0.0996239185333252,0.001468658447265625
151,0.1101067066192627,0.0015537738800048828
152,0.19007205963134766,0.0015354156494140625
153,0.11020421981811523,0.0015325546264648438
154,0.08970403671264648,0.0016341209411621094
155,0.0998847484588623,0.015606164932250977
156,0.10015678405761719,0.0015513896942138672
157,0.19999003410339355,0.00153350830078125
