accelerometer	 104.0Hz
cycle sample index,accel X,accel Y,accel Z
10626,0.019,0.164,1.027
10627,-0.668,-0.312,1.007
10628,0.000,-0.168,1.008
10629,0.192,-0.539,1.003
10630,0.217,-0.104,1.003
10631,-0.072,0.118,1.010
10632,-0.522,0.471,1.062
10633,-0.607,0.056,0.970
10634,-0.026,-0.020,0.993
10635,0.273,0.117,1.012
10636,-0.027,-0.014,1.009
10637,0.096,0.141,1.012
10638,0.289,-0.237,1.013
10639,0.197,-0.332,1.003
10640,-0.018,-0.421,0.989
10641,-0.216,-0.469,0.987
10642,-0.466,-0.440,1.002
10643,-0.701,0.001,1.017
10644,-0.225,1.049,1.015
10645,-0.033,0.218,1.011
10646,-0.090,0.407,1.001
10647,0.041,-0.177,1.002
10648,0.029,-0.498,1.045
10649,0.134,-0.435,1.030
10650,0.107,0.046,0.987
10651,-0.252,0.172,0.986
10652,-0.502,0.130,0.995
10653,-0.057,0.469,1.008
10654,0.001,0.278,1.011
10655,-0.002,0.202,1.008
10656,-0.029,0.291,0.998
10657,0.042,0.162,0.983
10658,0.466,0.057,1.006
10659,0.727,0.172,1.044
10660,0.222,-0.104,1.030
10661,-0.781,-0.489,0.996
10662,0.001,-0.095,1.010
10663,0.269,-0.529,1.006
10664,0.422,-0.293,1.010
10665,0.021,-0.272,1.058
10666,-0.540,-0.174,0.990
10667,-0.859,0.079,0.969
10668,-0.712,0.333,0.986
10669,0.028,0.188,1.013
10670,0.208,0.073,1.012
10671,0.000,-0.057,1.009
10672,0.051,-0.203,1.007
10673,0.029,-0.229,0.994
10674,-0.160,-0.205,0.986
10675,-0.288,-0.165,0.985
10676,-0.345,-0.045,1.025
10677,-0.456,-0.084,1.018
10678,-0.163,1.005,1.019
10679,-0.021,0.099,1.010
10680,0.029,0.220,1.012
10681,-0.029,0.140,1.019
10682,-0.280,-0.202,1.020
10683,-0.282,-0.080,1.014
10684,-0.048,0.251,0.981
10685,0.229,0.177,0.993
10686,0.243,0.397,1.010
10687,-0.228,0.194,1.010
10688,-0.094,-0.027,1.008
10689,0.052,-0.164,1.008
10690,0.189,-0.363,1.004
10691,0.006,0.036,0.997
10692,-0.356,0.405,0.985
10693,-0.639,0.708,1.000
10694,-0.018,0.778,1.051
10695,0.856,-0.227,1.019
10696,-0.135,-0.547,0.999
10697,-0.022,-0.091,1.009
10698,-0.010,-0.627,1.012
10699,0.036,-0.858,1.020
10700,0.197,-0.352,1.021
10701,-0.400,0.092,0.992
10702,-1.240,0.576,0.970
10703,-1.424,0.815,0.967
10704,-0.048,0.801,1.014
10705,1.058,-0.079,1.036
10706,0.011,-0.065,1.009
10707,0.028,-0.084,1.002
10708,0.147,-0.543,0.996
10709,0.104,-0.452,0.992
10710,0.005,-0.521,1.018
10711,-0.572,-0.387,1.049
10712,-0.903,0.414,0.983
10713,0.097,1.056,0.992
10714,0.095,0.209,1.019
10715,0.229,0.578,1.018
10716,-0.105,0.172,1.019
10717,-0.296,-0.060,1.013
10718,0.086,-0.055,0.989
10719,0.830,-0.255,1.006
10720,0.764,-0.427,1.021
10721,-0.902,-0.225,0.997
10722,-0.302,0.610,1.009
10723,0.081,-0.075,1.010
10724,0.299,-0.087,1.006
10725,0.176,0.069,0.995
10726,-0.258,0.210,0.996
10727,-0.410,0.519,1.029
10728,0.183,0.035,1.048
10729,0.299,-0.162,0.988
10730,-0.191,-0.383,1.004
10731,0.011,-0.194,1.007
10732,0.014,-0.824,1.014
10733,0.167,-0.720,1.021
10734,0.092,-0.183,1.009
10735,-0.657,0.273,0.984
10736,-1.432,0.564,0.960
10737,-1.090,0.739,0.990
10738,0.289,0.538,1.028
10739,0.875,-0.214,1.028
10740,0.009,-0.045,1.008
10741,0.103,-0.303,0.998
10742,0.125,-0.537,0.986
10743,-0.088,-0.538,1.003
10744,-0.429,-0.280,1.058
10745,-0.937,0.142,0.996
10746,-0.441,0.552,0.991
10747,0.304,0.744,0.991
10748,0.080,0.228,1.021
10749,0.199,0.647,1.022
10750,-0.258,0.064,1.012
10751,-0.287,0.041,0.996
10752,0.354,-0.213,0.998
10753,1.020,-0.267,1.014
10754,0.544,-0.569,1.025
10755,-1.058,0.101,0.998
10756,-0.294,0.567,1.003
10757,0.067,0.267,1.008
10758,0.187,0.240,0.998
10759,0.056,0.381,0.995
10760,0.051,0.302,1.021
10761,0.624,-0.227,1.089
10762,0.750,-0.450,0.987
10763,-0.397,-0.418,0.989
10764,-0.546,0.091,0.997
10765,-0.030,-0.580,1.009
10766,0.239,-0.799,1.020
10767,0.446,-0.279,1.020
10768,-0.196,0.020,0.997
10769,-1.198,0.179,0.957
10770,-1.403,0.459,0.984
10771,-0.429,0.402,1.017
10772,0.967,0.245,1.039
10773,0.116,-0.032,1.011
10774,0.018,0.113,1.002
10775,0.177,-0.485,0.992
10776,0.046,-0.510,1.001
10777,-0.218,-0.522,1.055
10778,-0.586,0.030,1.015
10779,-0.686,0.400,0.968
10780,-0.062,0.493,1.003
10781,0.065,0.369,1.005
10782,0.057,0.348,1.013
10783,-0.072,0.245,1.014
10784,-0.224,0.077,1.001
10785,0.016,-0.102,0.991
10786,0.474,0.029,1.003
10787,0.511,0.203,1.025
10788,-0.087,0.175,1.021
10789,-0.559,-0.254,1.008
10790,0.035,-0.212,1.008
10791,0.186,-0.288,1.003
10792,0.132,0.093,0.999
10793,-0.147,0.247,1.012
10794,-0.275,0.311,1.067
10795,-0.170,-0.162,0.979
10796,0.182,-0.079,0.996
10797,-0.199,0.075,1.000
10798,-0.008,-0.014,1.008
10799,0.150,0.191,1.014
10800,0.381,-0.229,1.016
10801,0.218,-0.445,1.004
10802,-0.031,-0.488,0.987
10803,-0.247,-0.494,0.987
10804,-0.532,-0.410,1.003
10805,-0.725,0.283,1.019
10806,-0.134,0.694,1.011
10807,-0.032,0.170,1.012
10808,-0.006,0.072,1.000
10809,0.091,-0.341,1.000
10810,-0.082,-0.474,1.038
10811,-0.226,-0.331,1.034
10812,-0.267,0.228,0.978
10813,-0.392,0.384,0.985
10814,-0.088,0.241,1.005
10815,0.020,0.411,1.010
10816,0.032,0.422,1.012
10817,-0.059,0.155,1.009
10818,-0.120,0.348,0.996
10819,0.065,0.262,0.983
10820,0.619,0.144,1.014
10821,0.876,0.168,1.045
10822,0.186,-0.352,1.028
10823,-0.807,-0.308,0.994
10824,0.100,-0.367,1.009
10825,0.369,-0.469,1.003
10826,0.345,-0.107,1.012
10827,-0.184,0.080,1.063
10828,-0.740,0.127,0.976
10829,-0.713,0.009,0.974
10830,-0.123,0.010,1.002
10831,0.241,0.059,1.014
10832,-0.011,0.104,1.008
10833,0.070,-0.093,1.011
10834,0.221,-0.246,1.010
10835,0.123,-0.306,0.993
10836,-0.153,-0.339,0.984
10837,-0.376,-0.256,0.991
10838,-0.529,-0.180,1.021
10839,-0.410,0.229,1.018
10840,-0.162,0.760,1.015
10841,-0.041,0.245,1.010
10842,-0.122,0.258,0.999
10843,-0.052,-0.105,1.025
10844,-0.064,-0.526,1.033
10845,0.124,-0.048,1.003
10846,0.143,0.154,0.981
10847,-0.121,0.077,0.998
10848,-0.366,0.550,1.002
10849,-0.082,-0.066,1.008
10850,0.008,-0.149,1.008
10851,0.018,0.039,1.005
10852,-0.061,0.099,0.995
10853,-0.222,0.435,0.983
10854,-0.177,0.700,1.000
10855,0.329,0.617,1.035
10856,0.480,0.201,1.033
10857,-0.031,-1.008,1.010
10858,-0.035,-0.118,1.008
10859,-0.022,-0.587,1.010
10860,0.202,-0.788,1.023
10861,0.307,-0.608,1.030
10862,-0.154,0.071,1.014
10863,-1.197,0.480,0.960
10864,-1.668,0.583,0.964
10865,-0.770,0.839,0.991
10866,1.307,0.251,1.038
10867,0.285,-0.455,1.015
10868,0.023,-0.153,1.004
10869,0.056,-0.309,0.996
10870,-0.018,-0.365,0.988
10871,-0.152,-0.294,0.994
10872,-0.376,-0.116,1.025
10873,-0.925,0.021,1.033
10874,0.052,1.043,0.999
10875,0.054,0.132,1.003
10876,0.176,0.412,1.020
10877,0.178,0.574,1.020
10878,-0.272,0.008,1.018
10879,-0.203,-0.205,1.010
10880,0.486,-0.216,0.991
10881,1.002,-0.418,1.010
10882,0.248,-0.575,1.011
10883,-1.213,0.124,0.992
10884,-0.101,0.373,1.009
10885,0.100,0.059,1.009
10886,0.144,0.165,1.002
10887,-0.038,0.217,0.989
10888,-0.367,0.373,0.998
10889,-0.161,0.603,1.030
10890,0.618,-0.014,1.053
10891,0.069,-0.456,0.984
10892,-0.088,-0.201,1.011
10893,0.095,-0.190,1.012
10894,0.312,-0.461,1.025
10895,0.333,-0.687,1.022
10896,0.017,-0.381,0.998
10897,-0.738,-0.070,0.983
10898,-1.224,0.142,0.970
10899,-0.708,0.365,1.010
10900,0.448,0.189,1.026
10901,-0.019,0.046,1.009
10902,-0.155,0.097,0.998
10903,-0.085,-0.280,0.991
10904,0.033,-0.368,0.987
10905,0.005,-0.449,1.024
10906,-0.479,-0.276,1.063
10907,-0.776,0.492,0.978
10908,0.072,1.109,0.987
10909,0.051,0.122,1.015
10910,0.174,0.464,1.019
10911,0.036,0.394,1.017
10912,-0.357,0.029,1.016
10913,-0.171,0.084,0.990
10914,0.655,-0.145,1.003
10915,1.085,-0.218,1.024
10916,0.011,-0.565,1.014
10917,-0.947,0.542,0.999
10918,-0.016,0.220,1.010
10919,0.262,0.126,1.007
10920,0.273,0.037,0.998
10921,-0.012,0.161,0.998
10922,-0.092,0.234,1.027
10923,0.355,-0.138,1.068
10924,0.344,-0.139,0.983
10925,-0.650,-0.459,0.989
10926,-0.017,-0.070,1.007
10927,-0.034,-0.808,1.012
10928,0.285,-0.732,1.022
10929,0.272,-0.260,1.013
10930,-0.485,0.128,0.990
10931,-1.403,0.389,0.957
10932,-1.313,0.622,0.987
10933,-0.076,0.512,1.023
10934,1.069,-0.100,1.035
10935,0.025,-0.146,1.009
10936,0.095,-0.334,0.997
10937,0.072,-0.507,0.985
10938,-0.181,-0.310,1.003
10939,-0.662,-0.016,1.068
10940,-0.928,0.217,0.986
10941,-0.333,0.571,0.984
10942,0.530,0.602,1.005
10943,0.044,0.142,1.017
10944,0.190,0.579,1.017
10945,-0.213,-0.079,1.014
10946,-0.226,0.058,0.996
10947,0.213,-0.323,0.993
10948,0.693,-0.261,1.010
10949,0.302,0.124,1.027
10950,-0.704,0.225,1.005
10951,-0.393,0.068,1.006
10952,0.036,-0.104,1.007
10953,0.071,0.275,0.996
10954,0.042,0.372,0.996
10955,0.003,0.259,1.025
10956,0.422,-0.196,1.077
10957,0.608,-0.320,0.990
10958,-0.205,-0.073,0.990
10959,-0.610,-0.027,0.996
10960,0.031,-0.031,1.010
10961,0.257,-0.536,1.018
10962,0.420,-0.408,1.017
10963,-0.005,-0.242,0.996
10964,-0.653,-0.116,0.968
10965,-0.859,-0.023,0.995
10966,-0.470,-0.003,1.016
10967,0.132,0.557,1.028
10968,-0.004,0.072,1.010
10969,-0.075,0.336,1.003
10970,0.056,-0.254,0.996
10971,0.083,-0.507,1.004
10972,-0.111,-0.796,1.061
10973,-0.222,-0.062,1.013
10974,-0.523,0.403,0.967
10975,-0.596,0.540,0.991
10976,0.107,0.419,1.009
10977,0.045,0.363,1.012
10978,-0.022,0.529,1.011
10979,-0.224,0.056,1.005
10980,0.004,-0.035,0.992
10981,0.445,0.148,0.997
10982,0.822,0.083,1.025
10983,0.448,0.015,1.037
10984,-0.620,-0.436,1.006
10985,-0.317,-0.096,1.005
10986,0.203,-0.505,1.006
10987,0.273,-0.286,1.004
10988,0.083,-0.060,1.011
10989,-0.542,0.393,1.060
10990,-0.792,0.221,0.970
10991,-0.351,0.038,0.986
10992,0.358,0.075,1.013
10993,0.070,0.006,1.009
10994,0.028,0.054,1.011
10995,0.211,-0.144,1.013
10996,0.221,-0.277,1.007
10997,0.025,-0.340,0.989
10998,-0.173,-0.418,0.987
10999,-0.373,-0.416,0.998
11000,-0.668,-0.255,1.017
11001,-0.305,1.068,1.023
11002,-0.049,0.226,1.009
11003,-0.093,0.486,1.003
11004,0.002,0.011,1.000
11005,0.031,-0.317,1.025
11006,0.108,-0.631,1.048
11007,0.191,-0.043,0.998
11008,-0.075,0.176,0.984
11009,-0.472,0.088,0.993
11010,-0.214,0.303,1.006
11011,-0.009,0.410,1.010
11012,0.011,0.214,1.009
11013,-0.005,0.278,1.001
11014,0.022,0.158,0.985
11015,0.350,0.023,0.999
11016,0.696,0.150,1.037
11017,0.477,-0.005,1.037
11018,-0.613,-0.519,1.005
11019,-0.287,-0.095,1.006
11020,0.167,-0.471,1.008
11021,0.365,-0.500,1.005
11022,0.198,-0.430,1.049
11023,-0.382,-0.069,1.013
11024,-0.882,0.103,0.972
11025,-0.997,0.383,0.973
11026,-0.313,0.400,1.005
11027,0.545,-0.013,1.020
11028,-0.005,-0.028,1.009
11029,0.027,-0.147,1.008
11030,0.073,-0.290,0.999
11031,-0.042,-0.264,0.988
11032,-0.269,-0.215,0.980
11033,-0.409,-0.087,1.010
11034,-0.531,0.065,1.022
11035,-0.440,0.423,1.027
11036,0.135,0.623,1.005
11037,0.038,0.098,1.011
11038,0.040,0.297,1.017
11039,-0.203,-0.106,1.018
11040,-0.301,-0.183,1.019
11041,-0.109,0.131,0.993
11042,0.208,0.141,0.984
11043,0.346,0.219,1.008
11044,-0.043,0.165,1.013
11045,-0.388,0.182,1.006
11046,0.001,-0.032,1.010
11047,0.131,-0.134,1.007
11048,0.127,0.042,1.001
11049,-0.109,0.289,0.985
11050,-0.339,0.514,1.001
11051,0.035,0.543,1.039
11052,0.780,-0.044,1.049
11053,-0.269,-0.633,0.985
11054,-0.019,-0.023,1.008
11055,0.052,-0.433,1.013
11056,0.216,-0.663,1.024
11057,0.254,-0.661,1.024
11058,-0.163,-0.190,1.000
11059,-0.992,0.359,0.975
11060,-1.498,0.629,0.965
11061,-0.644,0.721,1.000
11062,0.915,0.163,1.037
11063,0.238,-0.321,1.013
11064,0.013,-0.159,1.004
11065,0.121,-0.667,0.994
11066,0.008,-0.569,0.981
11067,-0.311,-0.319,1.007
11068,-0.889,0.086,1.056
11069,-1.226,0.181,0.981
11070,0.398,1.091,1.016
11071,0.163,0.233,0.998
11072,0.104,0.374,1.017
11073,0.052,0.532,1.016
11074,-0.449,0.012,1.018
11075,-0.202,0.082,0.993
11076,0.653,-0.178,1.001
11077,1.165,-0.194,1.017
11078,0.164,-0.609,1.018
11079,-1.149,0.488,0.996
11080,-0.082,0.403,1.009
11081,0.178,0.188,1.009
11082,0.269,0.148,0.997
11083,0.018,0.215,0.993
11084,-0.041,0.321,1.020
11085,0.502,-0.119,1.083
11086,0.602,-0.233,0.985
11087,-0.763,-0.498,0.986
11088,-0.010,-0.036,1.007
11089,0.020,-0.624,1.011
11090,0.187,-0.957,1.022
11091,0.423,-0.249,1.021
11092,-0.299,0.049,0.994
11093,-1.350,0.379,0.961
11094,-1.451,0.620,0.976
11095,-0.286,0.548,1.021
11096,1.185,-0.207,1.038
11097,0.043,-0.194,1.009
11098,0.083,-0.318,1.000
11099,0.092,-0.546,0.986
11100,-0.143,-0.407,0.996
11101,-0.607,0.020,1.041
11102,-1.196,0.122,1.015
11103,-0.583,0.627,0.981
11104,0.684,0.719,1.007
11105,0.052,0.080,1.012
11106,0.159,0.520,1.022
11107,-0.127,0.137,1.011
11108,-0.278,0.081,1.003
11109,0.057,-0.147,0.994
11110,0.717,-0.311,1.004
11111,0.596,-0.133,1.028
11112,-0.445,0.104,1.011
11113,-0.690,0.332,0.999
11114,0.015,0.010,1.009
11115,0.101,0.209,1.001
11116,0.072,0.422,0.992
11117,-0.001,0.326,1.014
11118,0.408,-0.091,1.090
11119,0.764,-0.385,0.995
11120,0.033,-0.465,0.992
11121,-0.802,0.212,0.991
11122,-0.011,-0.208,1.008
11123,0.161,-0.725,1.018
11124,0.401,-0.430,1.021
11125,0.077,-0.109,1.002
11126,-0.825,0.122,0.965
11127,-1.239,0.274,0.979
11128,-0.647,0.283,1.012
11129,0.490,0.273,1.035
11130,0.320,0.065,1.018
11131,-0.026,0.240,1.005
11132,0.132,-0.312,0.994
11133,0.089,-0.567,0.997
11134,-0.149,-0.482,1.032
11135,-0.598,-0.112,1.039
11136,-0.640,0.384,0.972
11137,-0.301,0.342,0.993
11138,0.237,0.612,1.009
11139,0.048,0.260,1.014
11140,0.012,0.399,1.015
11141,-0.206,0.105,1.003
11142,-0.105,-0.025,0.994
11143,0.376,0.027,0.996
11144,0.624,0.188,1.024
11145,0.277,0.123,1.029
11146,-0.619,-0.285,1.008
11147,-0.104,-0.111,1.006
11148,0.189,-0.539,1.004
11149,0.215,-0.059,1.002
11150,-0.055,0.160,1.006
11151,-0.436,0.499,1.071
11152,-0.510,0.088,0.977
11153,0.045,-0.059,0.990
11154,0.240,0.020,1.007
11155,-0.066,-0.034,1.008
11156,0.065,0.080,1.010
11157,0.346,-0.120,1.016
11158,0.283,-0.435,1.008
11159,0.020,-0.471,0.987
11160,-0.244,-0.517,0.985
11161,-0.521,-0.367,0.996
11162,-0.770,-0.132,1.015
11163,-0.246,1.043,1.019
11164,-0.019,0.133,1.011
11165,-0.106,0.400,1.001
11166,0.024,-0.198,1.000
11167,0.039,-0.413,1.024
11168,0.050,-0.610,1.052
11169,0.041,0.049,0.992
11170,-0.308,0.290,0.981
11171,-0.521,0.234,0.994
11172,-0.022,0.407,1.008
11173,-0.004,0.184,1.010
11174,-0.030,0.088,1.009
11175,-0.097,0.310,1.001
11176,-0.107,0.366,0.981
11177,0.244,0.324,0.996
11178,0.704,0.362,1.037
11179,0.544,0.073,1.040
11180,-0.499,-0.708,1.000
11181,-0.091,-0.161,1.009
11182,0.269,-0.604,1.006
11183,0.417,-0.365,1.007
11184,0.157,-0.208,1.052
11185,-0.594,0.132,1.006
11186,-0.963,0.108,0.968
11187,-0.746,0.294,0.980
11188,0.072,0.183,1.013
11189,0.382,0.012,1.016
11190,0.002,-0.067,1.009
11191,0.109,-0.353,1.009
11192,0.169,-0.365,1.000
11193,-0.073,-0.318,0.984
11194,-0.489,-0.162,0.977
11195,-0.722,0.017,1.012
11196,-0.653,0.249,1.019
11197,0.054,0.499,1.024
11198,0.045,0.361,1.012
11199,-0.055,0.226,1.007
11200,0.065,0.461,1.018
11201,-0.185,-0.409,1.023
11202,-0.200,-0.316,1.018
11203,0.097,0.100,0.992
11204,0.243,0.043,0.987
11205,0.077,0.195,1.004
11206,-0.372,0.201,1.004
11207,-0.185,0.170,1.007
11208,0.033,-0.197,1.009
11209,0.088,-0.215,1.004
11210,-0.035,0.077,0.997
11211,-0.274,0.518,0.984
11212,-0.466,0.573,1.003
11213,0.054,0.694,1.032
11214,0.922,0.054,1.045
11215,-0.261,-0.711,0.995
11216,-0.018,-0.045,1.008
11217,-0.025,-0.617,1.011
11218,0.049,-0.951,1.021
11219,0.208,-0.445,1.025
11220,-0.327,0.086,0.998
11221,-1.261,0.678,0.964
11222,-1.546,0.776,0.972
11223,-0.356,0.896,0.999
11224,1.302,0.053,1.042
11225,0.102,-0.061,1.011
11226,0.039,-0.026,1.003
11227,0.179,-0.512,0.999
11228,0.160,-0.369,0.996
11229,0.164,-0.470,1.004
11230,-0.158,-0.699,1.037
11231,-1.092,0.142,1.013
11232,-0.125,1.064,0.991
11233,0.099,0.331,1.011
11234,0.231,0.486,1.017
11235,-0.000,0.065,1.019
11236,-0.186,-0.041,1.016
11237,-0.062,-0.048,0.992
11238,0.502,-0.207,0.999
11239,0.652,-0.270,1.013
11240,-0.486,-0.347,1.004
11241,-0.423,0.538,1.006
11242,0.039,-0.004,1.010
11243,0.248,-0.233,1.006
11244,0.173,0.063,0.999
11245,-0.207,0.214,0.986
11246,-0.496,0.499,1.018
11247,0.073,0.349,1.064
11248,0.408,-0.208,0.995
11249,-0.196,-0.430,0.997
11250,0.000,-0.093,1.007
11251,0.029,-0.613,1.014
11252,0.111,-0.807,1.022
11253,0.129,-0.362,1.014
11254,-0.409,0.158,0.989
11255,-1.249,0.530,0.969
11256,-1.283,0.735,0.972
11257,-0.059,0.596,1.023
11258,1.020,-0.066,1.032
11259,0.021,-0.110,1.010
11260,0.073,-0.257,1.002
11261,0.126,-0.515,0.988
11262,-0.019,-0.495,0.992
11263,-0.291,-0.274,1.027
11264,-0.884,0.010,1.043
11265,-0.722,0.282,0.978
11266,0.363,1.005,0.995
11267,0.052,0.139,1.018
11268,0.110,0.418,1.018
11269,-0.158,0.148,1.016
11270,-0.289,0.062,1.006
11271,0.036,-0.090,0.992
11272,0.701,-0.095,1.002
11273,0.706,-0.231,1.025
11274,-0.378,0.026,1.013
11275,-0.711,0.404,0.998
11276,0.031,0.017,1.010
11277,0.163,0.204,1.001
11278,0.099,0.290,0.991
11279,0.007,0.339,1.009
11280,0.336,0.028,1.083
11281,0.781,-0.290,1.010
11282,0.076,-0.498,0.986
11283,-0.833,0.024,0.992
11284,-0.026,-0.201,1.008
11285,0.113,-0.790,1.017
11286,0.394,-0.527,1.023
11287,0.110,-0.249,1.005
11288,-0.778,0.140,0.976
11289,-1.417,0.366,0.964
11290,-0.989,0.488,1.003
11291,0.427,0.451,1.036
11292,0.619,-0.096,1.022
11293,-0.034,0.210,1.007
11294,0.086,-0.157,0.996
11295,0.118,-0.483,0.993
11296,-0.022,-0.525,1.020
11297,-0.379,-0.420,1.065
11298,-0.505,0.336,0.975
11299,-0.555,0.441,0.980
11300,0.118,0.587,1.006
11301,0.027,0.163,1.015
11302,0.003,0.290,1.014
11303,-0.163,0.160,1.009
11304,-0.186,0.016,0.994
11305,0.235,0.042,0.991
11306,0.516,0.226,1.018
11307,0.333,0.240,1.028
11308,-0.460,-0.189,1.013
11309,-0.140,-0.184,1.007
11310,0.157,-0.494,1.006
11311,0.228,-0.134,1.002
11312,0.021,0.100,1.001
11313,-0.396,0.421,1.055
11314,-0.503,0.252,1.001
11315,-0.054,-0.029,0.986
11316,0.285,-0.067,1.005
11317,-0.081,-0.033,1.006
11318,0.021,0.004,1.011
11319,0.256,-0.193,1.017
11320,0.319,-0.452,1.013
11321,0.038,-0.385,0.987
11322,-0.343,-0.378,0.982
11323,-0.615,-0.261,0.993
11324,-0.673,-0.121,1.016
11325,-0.229,0.892,1.024
11326,-0.014,0.093,1.010
11327,-0.112,0.453,1.005
11328,-0.046,0.016,0.998
11329,0.032,-0.311,1.008
11330,0.096,-0.806,1.064
11331,0.193,-0.105,1.006
11332,-0.163,0.245,0.977
11333,-0.645,0.253,0.989
11334,-0.176,0.458,1.005
11335,-0.001,0.197,1.010
11336,-0.018,0.183,1.010
11337,-0.101,0.166,1.005
11338,-0.124,0.363,0.987
11339,0.124,0.292,0.989
11340,0.635,0.287,1.025
11341,0.664,0.230,1.046
11342,-0.239,-0.520,1.014
11343,-0.356,-0.202,1.001
11344,0.178,-0.480,1.008
11345,0.388,-0.434,1.005
11346,0.340,-0.175,1.026
11347,-0.407,0.114,1.044
11348,-0.812,0.098,0.970
11349,-0.722,0.163,0.977
11350,-0.071,0.114,1.008
11351,0.316,0.037,1.014
11352,-0.003,-0.038,1.008
11353,0.091,-0.392,1.009
11354,0.200,-0.463,1.004
11355,-0.011,-0.349,0.986
11356,-0.504,-0.115,0.975
11357,-0.833,-0.010,1.000
11358,-0.790,0.246,1.019
11359,-0.197,0.453,1.020
11360,0.344,0.523,1.020
11361,-0.049,0.265,1.008
11362,-0.033,0.507,1.008
11363,0.018,-0.219,1.032
11364,-0.113,-0.364,1.019
11365,0.178,-0.072,1.005
11366,0.366,0.001,0.987
11367,0.192,-0.111,1.003
11368,-0.487,-0.154,0.997
11369,-0.320,0.398,1.004
11370,0.008,-0.122,1.009
11371,0.072,-0.235,1.005
11372,-0.063,0.032,0.998
11373,-0.325,0.638,0.985
11374,-0.539,0.649,0.990
11375,-0.039,0.774,1.030
11376,1.105,0.325,1.058
11377,-0.180,-1.006,0.989
11378,-0.032,-0.095,1.009
11379,-0.064,-0.630,1.010
11380,0.035,-0.903,1.019
11381,0.200,-0.459,1.024
11382,-0.203,0.164,1.007
11383,-1.105,0.756,0.966
11384,-1.490,0.739,0.974
11385,-0.533,0.852,0.990
11386,1.240,0.171,1.041
11387,0.239,-0.125,1.015
11388,0.096,-0.110,1.006
11389,0.234,-0.545,1.002
11390,0.162,-0.427,0.992
11391,0.145,-0.609,0.998
11392,-0.201,-0.775,1.025
11393,-1.132,0.063,1.025
11394,-0.381,1.064,0.993
11395,0.172,0.519,1.004
11396,0.238,0.526,1.019
11397,0.027,0.270,1.016
11398,-0.229,0.016,1.022
11399,-0.015,-0.050,1.005
11400,0.606,-0.320,1.000
11401,0.969,-0.445,1.010
11402,-0.090,-0.721,1.005
11403,-0.961,0.257,0.997
11404,0.000,-0.079,1.008
11405,0.183,-0.301,1.008
11406,0.077,0.103,1.006
11407,-0.401,0.369,0.991
11408,-0.855,1.076,0.981
11409,-0.379,1.029,1.040
11410,0.652,-0.133,1.038
11411,0.723,-0.637,1.006
11412,-0.135,-0.349,1.004
11413,-0.006,-0.479,1.010
11414,0.137,-0.738,1.019
11415,0.223,-0.598,1.020
11416,-0.053,-0.132,0.999
11417,-0.948,0.234,0.980
11418,-1.463,0.466,0.963
11419,-0.720,0.608,1.005
11420,0.704,0.237,1.031
11421,0.182,0.011,1.012
11422,-0.105,0.077,0.998
11423,0.027,-0.423,0.994
11424,0.101,-0.417,0.991
11425,0.067,-0.486,1.023
11426,-0.461,-0.317,1.058
11427,-0.748,0.448,0.978
11428,-0.010,0.963,0.995
11429,0.080,0.221,1.011
11430,0.161,0.439,1.019
11431,-0.040,0.254,1.018
11432,-0.271,0.076,1.012
11433,-0.065,0.030,0.990
11434,0.686,-0.150,1.002
11435,0.914,-0.285,1.027
11436,-0.192,-0.417,1.011
11437,-0.829,0.542,0.998
11438,0.015,0.212,1.010
11439,0.229,0.131,1.004
11440,0.202,0.054,0.994
11441,-0.030,0.201,1.005
11442,0.068,0.131,1.055
11443,0.475,-0.150,1.037
11444,0.084,-0.189,0.980
11445,-0.624,-0.346,0.996
11446,-0.014,-0.130,1.007
11447,0.060,-0.761,1.016
11448,0.377,-0.507,1.023
11449,0.175,-0.295,1.007
11450,-0.632,0.072,0.982
11451,-1.307,0.251,0.961
11452,-1.049,0.429,1.003
11453,0.211,0.328,1.030
11454,0.612,-0.032,1.022
11455,-0.033,0.119,1.006
11456,0.062,-0.258,0.996
11457,0.040,-0.449,0.991
11458,-0.154,-0.246,1.013
11459,-0.556,-0.087,1.071
11460,-0.607,0.318,0.978
11461,-0.143,0.438,0.989
11462,0.198,0.490,1.003
11463,0.084,0.265,1.016
11464,0.092,0.362,1.014
11465,-0.179,-0.017,1.014
11466,-0.148,-0.023,0.993
11467,0.334,-0.367,0.991
11468,0.556,-0.009,1.018
11469,0.059,0.219,1.021
11470,-0.747,0.112,1.004
11471,-0.127,-0.091,1.009
11472,0.079,-0.290,1.006
11473,0.074,0.110,0.996
11474,-0.017,0.288,0.999
11475,-0.134,0.312,1.050
11476,0.053,-0.099,1.029
11477,0.286,-0.134,0.990
11478,-0.352,0.070,0.990
11479,-0.051,-0.051,1.009
11480,0.048,-0.145,1.011
11481,0.258,-0.505,1.019
11482,0.305,-0.380,1.013
11483,-0.192,-0.120,0.988
11484,-0.754,-0.008,0.971
11485,-0.779,0.049,0.998
11486,-0.222,0.069,1.024
11487,0.173,0.566,1.024
11488,-0.011,0.102,1.010
11489,-0.065,0.309,1.001
11490,0.081,-0.312,0.996
11491,0.070,-0.472,1.009
11492,-0.143,-0.718,1.066
11493,-0.174,0.097,0.997
11494,-0.504,0.395,0.973
11495,-0.364,0.461,0.997
11496,0.058,0.341,1.009
11497,0.073,0.488,1.014
11498,-0.039,0.309,1.010
11499,-0.176,-0.036,1.002
